"municipality","votes","candidate","parties","file","district"
"東浦町",10208,"いとう 忠彦","自由民主党","000520918.xls","愛知県第８区"
"南知多町",573,"長友 ただひろ","日本共産党","000520918.xls","愛知県第８区"
"南知多町",2522,"ばんの 豊","（無所属）","000520918.xls","愛知県第８区"
"南知多町",5953,"いとう 忠彦","自由民主党","000520918.xls","愛知県第８区"
"美浜町",985,"長友 ただひろ","日本共産党","000520918.xls","愛知県第８区"
"美浜町",4172,"ばんの 豊","（無所属）","000520918.xls","愛知県第８区"
"美浜町",5548,"いとう 忠彦","自由民主党","000520918.xls","愛知県第８区"
"武豊町",1587,"長友 ただひろ","日本共産党","000520918.xls","愛知県第８区"
"武豊町",8194,"ばんの 豊","（無所属）","000520918.xls","愛知県第８区"
"武豊町",8370,"いとう 忠彦","自由民主党","000520918.xls","愛知県第８区"
"愛知県第８区 合計",19931,"長友 ただひろ","日本共産党","000520918.xls","愛知県第８区"
"愛知県第８区 合計",106625,"ばんの 豊","（無所属）","000520918.xls","愛知県第８区"
"愛知県第８区 合計",108477,"いとう 忠彦","自由民主党","000520918.xls","愛知県第８区"
"一宮市（９区）",13549,"長坂 やすまさ","自由民主党","000520918.xls","愛知県第９区"
"一宮市（９区）",2438,"渡辺 ひろし","日本共産党","000520918.xls","愛知県第９区"
"一宮市（９区）",8670,"岡本 みつのり","希望の党","000520918.xls","愛知県第９区"
"津島市",11734,"長坂 やすまさ","自由民主党","000520918.xls","愛知県第９区"
"津島市",3069,"渡辺 ひろし","日本共産党","000520918.xls","愛知県第９区"
"津島市",10907,"岡本 みつのり","希望の党","000520918.xls","愛知県第９区"
"稲沢市",26589,"長坂 やすまさ","自由民主党","000520918.xls","愛知県第９区"
"稲沢市",6841,"渡辺 ひろし","日本共産党","000520918.xls","愛知県第９区"
"稲沢市",26101,"岡本 みつのり","希望の党","000520918.xls","愛知県第９区"
"愛西市",13422,"長坂 やすまさ","自由民主党","000520918.xls","愛知県第９区"
"愛西市",3385,"渡辺 ひろし","日本共産党","000520918.xls","愛知県第９区"
"愛西市",11241,"岡本 みつのり","希望の党","000520918.xls","愛知県第９区"
"弥富市",9507,"長坂 やすまさ","自由民主党","000520918.xls","愛知県第９区"
"弥富市",2164,"渡辺 ひろし","日本共産党","000520918.xls","愛知県第９区"
"弥富市",7101,"岡本 みつのり","希望の党","000520918.xls","愛知県第９区"
"あま市",16261,"長坂 やすまさ","自由民主党","000520918.xls","愛知県第９区"
"あま市",4361,"渡辺 ひろし","日本共産党","000520918.xls","愛知県第９区"
"あま市",14382,"岡本 みつのり","希望の党","000520918.xls","愛知県第９区"
"大治町",5078,"長坂 やすまさ","自由民主党","000520918.xls","愛知県第９区"
"大治町",1303,"渡辺 ひろし","日本共産党","000520918.xls","愛知県第９区"
"大治町",4553,"岡本 みつのり","希望の党","000520918.xls","愛知県第９区"
"蟹江町",6836,"長坂 やすまさ","自由民主党","000520918.xls","愛知県第９区"
"蟹江町",1773,"渡辺 ひろし","日本共産党","000520918.xls","愛知県第９区"
"蟹江町",6187,"岡本 みつのり","希望の党","000520918.xls","愛知県第９区"
"飛島村",1443,"長坂 やすまさ","自由民主党","000520918.xls","愛知県第９区"
"飛島村",155,"渡辺 ひろし","日本共産党","000520918.xls","愛知県第９区"
"飛島村",766,"岡本 みつのり","希望の党","000520918.xls","愛知県第９区"
"愛知県第９区 合計",104419,"長坂 やすまさ","自由民主党","000520918.xls","愛知県第９区"
"愛知県第９区 合計",25489,"渡辺 ひろし","日本共産党","000520918.xls","愛知県第９区"
"愛知県第９区 合計",89908,"岡本 みつのり","希望の党","000520918.xls","愛知県第９区"
"一宮市（10区）",27835,"スギモト カズミ","日本維新の会","000520918.xls","愛知県第10区"
"一宮市（10区）",15511,"いたくら 正文","日本共産党","000520918.xls","愛知県第10区"
"一宮市（10区）",52665,"エサキ 鉄磨","自由民主党","000520918.xls","愛知県第10区"
"一宮市（10区）",38609,"安井 みさこ","希望の党","000520918.xls","愛知県第10区"
"江南市",8366,"スギモト カズミ","日本維新の会","000520918.xls","愛知県第10区"
"江南市",5637,"いたくら 正文","日本共産党","000520918.xls","愛知県第10区"
"江南市",17003,"エサキ 鉄磨","自由民主党","000520918.xls","愛知県第10区"
"江南市",13760,"安井 みさこ","希望の党","000520918.xls","愛知県第10区"
"岩倉市",3392,"スギモト カズミ","日本維新の会","000520918.xls","愛知県第10区"
"岩倉市",2727,"いたくら 正文","日本共産党","000520918.xls","愛知県第10区"
"岩倉市",7646,"エサキ 鉄磨","自由民主党","000520918.xls","愛知県第10区"
"岩倉市",5890,"安井 みさこ","希望の党","000520918.xls","愛知県第10区"
"大口町",1886,"スギモト カズミ","日本維新の会","000520918.xls","愛知県第10区"
"大口町",1138,"いたくら 正文","日本共産党","000520918.xls","愛知県第10区"
"大口町",4969,"エサキ 鉄磨","自由民主党","000520918.xls","愛知県第10区"
"大口町",3114,"安井 みさこ","希望の党","000520918.xls","愛知県第10区"
"扶桑町",2779,"スギモト カズミ","日本維新の会","000520918.xls","愛知県第10区"
"扶桑町",2031,"いたくら 正文","日本共産党","000520918.xls","愛知県第10区"
"扶桑町",5888,"エサキ 鉄磨","自由民主党","000520918.xls","愛知県第10区"
"扶桑町",5187,"安井 みさこ","希望の党","000520918.xls","愛知県第10区"
"愛知県第10区 合計",44258,"スギモト カズミ","日本維新の会","000520918.xls","愛知県第10区"
"愛知県第10区 合計",27044,"いたくら 正文","日本共産党","000520918.xls","愛知県第10区"
"愛知県第10区 合計",88171,"エサキ 鉄磨","自由民主党","000520918.xls","愛知県第10区"
"愛知県第10区 合計",66560,"安井 みさこ","希望の党","000520918.xls","愛知県第10区"
"豊田市（11区）",16351,"本多 のぶひろ","日本共産党","000520918.xls","愛知県第11区"
"豊田市（11区）",118281,"ふるもと 伸一郎","希望の党","000520918.xls","愛知県第11区"
"豊田市（11区）",86303,"八木 てつや","自由民主党","000520918.xls","愛知県第11区"
"みよし市",2334,"本多 のぶひろ","日本共産党","000520918.xls","愛知県第11区"
"みよし市",16417,"ふるもと 伸一郎","希望の党","000520918.xls","愛知県第11区"
"みよし市",10675,"八木 てつや","自由民主党","000520918.xls","愛知県第11区"
"愛知県第11区 合計",18685,"本多 のぶひろ","日本共産党","000520918.xls","愛知県第11区"
"愛知県第11区 合計",134698,"ふるもと 伸一郎","希望の党","000520918.xls","愛知県第11区"
"愛知県第11区 合計",96978,"八木 てつや","自由民主党","000520918.xls","愛知県第11区"
"岡崎市",103088,"しげとく 和彦","（無所属）","000520918.xls","愛知県第12区"
"岡崎市",9897,"宮地 いさお","日本共産党","000520918.xls","愛知県第12区"
"岡崎市",71553,"青山 周平","自由民主党","000520918.xls","愛知県第12区"
"西尾市",46499,"しげとく 和彦","（無所属）","000520918.xls","愛知県第12区"
"西尾市",4481,"宮地 いさお","日本共産党","000520918.xls","愛知県第12区"
"西尾市",33258,"青山 周平","自由民主党","000520918.xls","愛知県第12区"
"愛知県第12区 合計",149587,"しげとく 和彦","（無所属）","000520918.xls","愛知県第12区"
"愛知県第12区 合計",14378,"宮地 いさお","日本共産党","000520918.xls","愛知県第12区"
"愛知県第12区 合計",104811,"青山 周平","自由民主党","000520918.xls","愛知県第12区"
"碧南市",14322,"おおにし 健介","希望の党","000520918.xls","愛知県第13区"
"碧南市",13919,"大見 正","自由民主党","000520918.xls","愛知県第13区"
"碧南市",3448,"下島 良一","日本共産党","000520918.xls","愛知県第13区"
"刈谷市",35586,"おおにし 健介","希望の党","000520918.xls","愛知県第13区"
"刈谷市",31015,"大見 正","自由民主党","000520918.xls","愛知県第13区"
"刈谷市",5886,"下島 良一","日本共産党","000520918.xls","愛知県第13区"
"安城市",41615,"おおにし 健介","希望の党","000520918.xls","愛知県第13区"
"安城市",42134,"大見 正","自由民主党","000520918.xls","愛知県第13区"
"安城市",6026,"下島 良一","日本共産党","000520918.xls","愛知県第13区"
"知立市",15320,"おおにし 健介","希望の党","000520918.xls","愛知県第13区"
"知立市",14005,"大見 正","自由民主党","000520918.xls","愛知県第13区"
"知立市",2749,"下島 良一","日本共産党","000520918.xls","愛知県第13区"
"高浜市",9628,"おおにし 健介","希望の党","000520918.xls","愛知県第13区"
"高浜市",8508,"大見 正","自由民主党","000520918.xls","愛知県第13区"
"高浜市",1480,"下島 良一","日本共産党","000520918.xls","愛知県第13区"
"愛知県第13区 合計",116471,"おおにし 健介","希望の党","000520918.xls","愛知県第13区"
"愛知県第13区 合計",109581,"大見 正","自由民主党","000520918.xls","愛知県第13区"
"愛知県第13区 合計",19589,"下島 良一","日本共産党","000520918.xls","愛知県第13区"
"豊川市",8617,"金原 のぶゆき","日本共産党","000520918.xls","愛知県第14区"
"豊川市",45505,"今枝 宗一郎","自由民主党","000520918.xls","愛知県第14区"
"豊川市",30977,"田中 克典","希望の党","000520918.xls","愛知県第14区"
"豊田市（14区）",101,"金原 のぶゆき","日本共産党","000520918.xls","愛知県第14区"
"豊田市（14区）",978,"今枝 宗一郎","自由民主党","000520918.xls","愛知県第14区"
"豊田市（14区）",414,"田中 克典","希望の党","000520918.xls","愛知県第14区"
"蒲郡市",3355,"金原 のぶゆき","日本共産党","000520918.xls","愛知県第14区"
"蒲郡市",20231,"今枝 宗一郎","自由民主党","000520918.xls","愛知県第14区"
"蒲郡市",12456,"田中 克典","希望の党","000520918.xls","愛知県第14区"
"新城市",2510,"金原 のぶゆき","日本共産党","000520918.xls","愛知県第14区"
"新城市",15245,"今枝 宗一郎","自由民主党","000520918.xls","愛知県第14区"
"新城市",8227,"田中 克典","希望の党","000520918.xls","愛知県第14区"
"幸田町",1918,"金原 のぶゆき","日本共産党","000520918.xls","愛知県第14区"
"幸田町",10369,"今枝 宗一郎","自由民主党","000520918.xls","愛知県第14区"
"幸田町",7323,"田中 克典","希望の党","000520918.xls","愛知県第14区"
"設楽町",289,"金原 のぶゆき","日本共産党","000520918.xls","愛知県第14区"
"設楽町",1974,"今枝 宗一郎","自由民主党","000520918.xls","愛知県第14区"
"設楽町",913,"田中 克典","希望の党","000520918.xls","愛知県第14区"
"東栄町",153,"金原 のぶゆき","日本共産党","000520918.xls","愛知県第14区"
"東栄町",1401,"今枝 宗一郎","自由民主党","000520918.xls","愛知県第14区"
"東栄町",516,"田中 克典","希望の党","000520918.xls","愛知県第14区"
"豊根村",26,"金原 のぶゆき","日本共産党","000520918.xls","愛知県第14区"
"豊根村",600,"今枝 宗一郎","自由民主党","000520918.xls","愛知県第14区"
"豊根村",129,"田中 克典","希望の党","000520918.xls","愛知県第14区"
"愛知県第14区 合計",16969,"金原 のぶゆき","日本共産党","000520918.xls","愛知県第14区"
"愛知県第14区 合計",96303,"今枝 宗一郎","自由民主党","000520918.xls","愛知県第14区"
"愛知県第14区 合計",60955,"田中 克典","希望の党","000520918.xls","愛知県第14区"
"豊橋市",78147,"根本 幸典","自由民主党","000520918.xls","愛知県第15区"
"豊橋市",64463,"せき 健一郎","希望の党","000520918.xls","愛知県第15区"
"豊橋市",16495,"のざわ 康幸","日本共産党","000520918.xls","愛知県第15区"
"田原市",17421,"根本 幸典","自由民主党","000520918.xls","愛知県第15区"
